ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
-0.4352962005583957,0.0320647332127682,-0.3883300927676174,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,False
0.0341924168303357,-0.4025981827884851,-0.2584914815979865,0.2772125909680383,1.0,True,False,False,False,False,True,True,True,False
-0.4327989206786684,-0.4025981827884851,-1.0375231486157714,0.2772125909680383,1.0,False,False,False,False,False,False,False,False,True
-0.122303788965908,-0.2294007654668143,-0.3342306714469378,0.2772125909680383,1.0,True,True,False,False,False,False,False,True,False
-0.5260307028551541,-0.4025981827884851,-0.8752248846537329,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,True
-0.3220861793440916,0.6541147344608413,0.3366021529294881,0.2772125909680383,1.0,True,False,False,False,False,False,False,True,False
-0.4897369019364507,-0.0895908020866703,-0.4640692826165686,-2.608772639394945,0.0,True,True,True,False,False,True,False,False,False
-0.6267543246708216,-0.4025981827884851,0.0,0.2772125909680383,0.0,False,False,False,False,True,True,False,False,True
0.7334307831539782,-0.0549513186223362,0.7477577549666524,0.2772125909680383,1.0,False,False,False,False,False,False,False,False,False
-0.5984518193672456,-0.4025981827884851,0.0,0.2772125909680383,1.0,True,False,False,False,False,True,False,False,True
-0.051547525706968,-0.1041978131860884,0.0552851620619546,0.2772125909680383,0.0,True,True,True,False,False,True,False,True,False
-0.2183658216727513,0.2234165786151443,0.1743038889674495,-4.147964762255203,1.0,True,True,True,False,False,False,False,False,False
0.1507321445509428,-0.4025981827884851,-0.5506283567296559,0.2772125909680383,0.0,True,False,False,False,False,False,False,False,False
-0.1684202240782054,0.0320647332127682,0.0444652777978187,0.2772125909680383,1.0,True,True,False,True,False,False,True,True,False
0.0090531327077476,-0.4025981827884851,-1.210641296841946,0.2772125909680383,1.0,True,True,True,False,False,False,False,False,True
-0.4176487560749894,-0.4025981827884851,-0.3883300927676174,0.2772125909680383,1.0,False,False,False,False,False,False,False,True,False
-0.5736455058952877,0.272871744766031,0.2392231945522649,0.2772125909680383,0.0,False,True,False,False,False,True,False,True,False
-0.5187053485412874,0.2261293092478933,0.347422037193624,0.2772125909680383,1.0,True,True,False,False,False,False,True,False,True
0.6263807189763348,-0.4025981827884851,1.472690000663758,0.2772125909680383,1.0,False,False,False,False,True,False,True,True,False
-0.4985606241781538,-0.4025981827884851,0.0444652777978187,0.2772125909680383,1.0,False,False,True,False,False,False,False,False,True
-0.5736455058952877,0.272871744766031,0.2392231945522649,0.2772125909680383,0.0,False,True,False,False,False,True,False,True,False
-0.3765268807221467,0.1190807850478727,-0.3017710186545301,0.2772125909680383,1.0,True,True,False,False,False,False,False,True,False
-0.3408990211047039,-0.4025981827884851,-0.8211254633330535,0.2772125909680383,0.0,True,False,False,True,False,False,False,False,False
-0.430301640798941,0.2517959144654422,0.0,0.2772125909680383,0.0,True,True,False,False,False,True,False,False,True
0.2894144205384652,-0.4025981827884851,-0.3883300927676174,0.2772125909680383,1.0,True,False,False,False,False,True,False,False,False
-0.398669428989062,0.0677475746127751,-0.3234107871828019,-2.608772639394945,0.0,True,False,False,False,False,True,False,False,True
0.6839846415353777,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,True,True,False,True,False,False,False,False,True
-0.2378446047346242,-0.4025981827884851,-1.210641296841946,0.2772125909680383,1.0,False,False,False,False,False,False,False,True,False
-0.420479006605347,-0.4025981827884851,-0.9185044217102766,2.2012027445433606,1.0,True,False,False,False,False,False,False,False,True
0.5334819074504795,-0.4025981827884851,1.1048139356831372,0.2772125909680383,0.0,True,True,False,True,False,False,False,False,True
-0.5228674816741661,0.084232629996404,0.2716828473446727,0.2772125909680383,0.0,True,True,False,False,False,True,False,False,True
-0.2478337242535334,-0.4025981827884851,-1.2539208338984895,-2.608772639394945,1.0,True,True,False,False,True,False,False,False,False
-0.4377934804381229,0.7870385354655454,-0.0096341435228607,-4.532762792970267,1.0,True,False,False,False,False,False,False,False,True
0.0674894818933663,-0.4025981827884851,0.0011857407412751,0.2772125909680383,1.0,False,False,False,False,False,False,False,False,True
-0.558661826616924,0.1240889031391017,-0.3017710186545301,0.2772125909680383,1.0,True,True,True,False,False,True,False,False,True
-0.515209156709669,-0.0186424624609257,-0.5073488196731123,0.2772125909680383,1.0,True,True,False,True,False,False,False,False,True
-0.1988870386108784,-0.4025981827884851,-0.312590902918666,0.2772125909680383,0.0,True,True,False,True,False,False,False,True,False
-0.5490056777486452,-0.0850000271697104,-0.5614482409937918,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,True
0.0180433402747658,-0.4025981827884851,-0.3017710186545301,0.2772125909680383,1.0,True,True,False,False,True,False,False,False,True
0.1091108132221545,-0.131325119513579,-0.5181687039372482,0.2772125909680383,1.0,True,True,False,True,False,False,True,False,False
-0.4875725927073537,0.4946896418900504,-0.3775102085034814,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
-0.1214713623393323,0.7709708232561855,0.563819722476342,0.2772125909680383,1.0,True,True,False,True,False,False,False,True,False
-0.3292450483326432,-0.4025981827884851,-0.5289885882013841,0.2772125909680383,1.0,True,False,False,True,False,False,False,True,False
-0.3492232873704616,0.0072328143437576,-0.4316096298241609,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
-0.1406171747505749,-0.4025981827884851,-0.6696470836351508,0.2772125909680383,1.0,False,False,False,False,False,False,False,True,False
-0.4452853200773048,-0.3992343966285921,-0.7453862734841021,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,False,False,False,False,True,False,False,False,True
3.0314277284790347,-0.4025981827884851,2.316640973266358,0.2772125909680383,1.0,False,True,False,False,True,False,False,False,False
-0.2100415554069937,-0.0246939384878274,0.0444652777978187,0.2772125909680383,0.0,True,True,False,False,True,False,False,False,True
-0.1684202240782054,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,False,True,False,False,False,False,False,False,False
0.9831587711267076,-0.4025981827884851,1.4077706950789424,0.2772125909680383,0.0,False,True,True,False,False,False,True,False,True
-0.417149300099044,-0.1354985512562698,-0.3775102085034814,0.2772125909680383,0.0,True,True,True,False,False,False,False,True,False
-0.605444203030482,-0.0987723519205902,-1.0375231486157714,-0.6847824858196229,,True,True,False,True,False,True,False,False,True
-0.6267543246708216,-0.4025981827884851,0.0,0.2772125909680383,0.0,False,False,False,False,True,True,False,False,True
0.036689696710063,0.36239185564675,1.67826780168234,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,False
-0.4441199228000987,0.0992569842700911,-0.4857090511448405,0.2772125909680383,1.0,True,False,False,False,False,True,False,True,False
0.3839780853174721,-0.0201031635708675,0.2608629630805368,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
2.312377608442889,-0.4025981827884851,4.805214354017616,0.2772125909680383,1.0,False,True,True,False,False,False,True,True,False
-0.3448946689122676,0.2714110436560892,-0.0420937963152684,0.2772125909680383,0.0,True,True,False,False,False,True,False,False,False
-0.7607750115495198,0.176048128335603,-0.4748891668807046,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
-0.5932907742824758,-0.0620461525849106,-0.4640692826165686,2.2012027445433606,1.0,False,True,False,True,False,False,False,True,False
-0.4527771597164867,-0.0374229053030346,-0.5506283567296559,0.2772125909680383,1.0,True,True,False,False,False,True,False,True,False
-0.0783516630827076,-0.4025981827884851,-0.3450505557110737,0.0,0.0,True,False,False,False,False,False,False,False,False
1.7523209740827146,-0.4025981827884851,1.1264537042114091,0.2772125909680383,1.0,True,True,False,False,False,False,True,False,True
-0.4674278683442202,-0.0025747502515659,-0.1070131019000839,0.2772125909680383,0.0,True,True,True,False,False,False,False,False,False
1.7739640663736844,-0.4025981827884851,0.3907015742501676,0.2772125909680383,0.0,True,False,False,False,False,False,True,False,True
-0.0130894155591677,1.955390751831852,3.669126506283346,0.2772125909680383,0.0,True,True,False,False,True,False,False,True,False
-0.4407902162937957,-0.0553686617966053,-0.9293243059744124,-2.608772639394945,0.0,True,True,False,False,True,True,False,False,True
-0.2821297012684549,-0.4025981827884851,-0.7129266206916944,0.2772125909680383,1.0,True,True,False,True,False,False,False,True,False
-0.5180394072400267,0.1119859510852982,-0.7129266206916944,-2.608772639394945,0.0,True,True,False,False,False,False,False,False,False
-0.2654811687369396,0.0721296779426005,-0.1286528704283557,0.2772125909680383,1.0,False,False,False,False,False,False,False,True,False
-0.10815253631412,-0.4025981827884851,0.0,0.2772125909680383,0.0,True,True,True,False,False,False,False,False,False
-0.5013908747085114,0.0387422240010736,-0.3883300927676174,0.2772125909680383,,True,True,False,False,False,False,False,False,True
-0.3071025000657278,0.0320647332127682,-0.3883300927676174,0.2772125909680383,1.0,False,False,False,True,False,False,False,True,False
-0.0783516630827076,-0.4025981827884851,-0.3450505557110737,0.0,0.0,True,False,False,False,False,False,False,False,False
-0.515209156709669,3.770833559902378,-0.5722681252579277,0.2772125909680383,1.0,True,False,False,False,False,False,False,True,False
-0.3327412401642614,-0.4025981827884851,-0.6047277780503354,-1.646777562607284,,True,False,True,False,False,True,False,False,True
-0.5165410393121903,0.0929968366560548,0.0,0.2772125909680383,1.0,True,True,True,False,False,True,False,False,False
-0.5228674816741661,0.084232629996404,0.2716828473446727,0.2772125909680383,0.0,True,True,False,False,False,True,False,False,True
-0.2183658216727513,0.2234165786151443,0.1743038889674495,-4.147964762255203,1.0,True,True,True,False,False,False,False,False,False
-0.2155355711423937,-0.4025981827884851,-0.2152119445414429,0.2772125909680383,0.0,False,False,False,False,False,False,False,True,False
-0.1522711475226356,0.0328994195613064,0.0,0.2772125909680383,1.0,True,False,False,False,False,False,False,True,False
-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,False,False,False,False,True,False,False,False,True
-0.3603778041665768,-0.1417586988703061,-0.3017710186545301,0.2772125909680383,0.0,True,True,False,False,True,False,False,True,False
-0.4985606241781538,-0.4025981827884851,0.0444652777978187,0.2772125909680383,1.0,False,False,True,False,False,False,False,False,True
-0.7649371446823986,0.2280073535321042,-0.4965289354089764,0.2772125909680383,1.0,True,True,True,False,False,False,True,False,True
0.1507321445509428,-0.4025981827884851,-0.5506283567296559,0.2772125909680383,0.0,True,False,False,False,False,False,False,False,False
0.1976810062898159,-0.4025981827884851,0.0,0.2772125909680383,,True,False,False,False,False,False,False,False,True
-0.515209156709669,-0.4025981827884851,-0.9617839587668202,0.2772125909680383,1.0,False,False,False,False,False,False,False,False,True
0.0546701118440995,0.0260132571858665,0.5962793752687497,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
-0.5013908747085114,0.0894494196747676,-0.3883300927676174,0.2772125909680383,1.0,True,True,False,False,False,True,False,False,True
-0.4019991354953651,-0.4025981827884851,-0.9185044217102766,0.2772125909680383,0.0,False,False,False,False,False,False,False,False,True
-0.515209156709669,-0.4025981827884851,-0.648007315106879,2.2012027445433606,1.0,True,False,False,False,False,False,False,True,False
-0.3125965158011279,-0.4025981827884851,-0.3883300927676174,0.2772125909680383,1.0,True,True,False,True,False,False,False,True,False
-0.4319664940520926,-0.0549513186223362,-0.6047277780503354,2.2012027445433606,0.0,True,True,False,False,False,True,False,False,True
-0.4727553987543051,-0.4025981827884851,-0.983423727295092,-0.6847824858196229,1.0,True,False,False,False,False,True,False,False,False
-0.3367368879718251,0.4558767266830253,-0.0420937963152684,0.0,0.0,True,True,False,False,False,True,False,False,False
-0.4056618126522984,0.2344761727332751,-0.7237465049558304,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,False
0.1687125596849793,-0.4025981827884851,-0.204392060277307,-2.608772639394945,1.0,True,True,True,False,False,True,False,False,True
-0.4875725927073537,0.0320647332127682,-0.658827199371015,0.2772125909680383,1.0,True,True,False,False,True,False,False,False,False
1.847550580162982,-0.4025981827884851,-0.4965289354089764,0.2772125909680383,1.0,False,True,False,False,False,False,False,True,False
-0.4041634447244621,0.0737990506396768,-0.0204540277869966,0.2772125909680383,1.0,False,True,False,False,False,False,False,True,False
-0.4196465799787713,-0.0269893259463074,-0.3558704399752097,0.2772125909680383,0.0,True,True,False,False,False,True,False,True,False
0.2894144205384652,-0.4025981827884851,-0.3883300927676174,0.2772125909680383,1.0,True,False,False,False,False,True,False,False,False
0.8026886784850819,-0.4025981827884851,0.3366021529294881,0.2772125909680383,0.0,True,False,False,False,False,False,True,False,True
-0.4805802090441173,-0.1590784406024732,-0.6371874308427431,0.2772125909680383,1.0,True,True,False,True,False,False,False,True,False
0.1229290952233122,0.5537437010491261,1.115633819947273,0.2772125909680383,,True,True,False,False,False,False,False,True,False
-0.2654811687369396,1.2146066175042245,1.451050232135486,0.2772125909680383,1.0,True,True,False,False,True,False,False,True,False
-0.562990445075118,-0.167842647262124,0.0,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,True
-0.4504463651620746,-0.4025981827884851,-1.1998214125778102,-2.608772639394945,0.0,True,True,False,True,False,True,False,False,True
-0.3418979330565948,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,,False,False,True,False,False,False,False,True,False
-0.4677608389948505,0.0180837368747538,-0.4965289354089764,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
-0.4054953273269833,-0.4025981827884851,-0.6047277780503354,0.2772125909680383,1.0,False,False,False,False,False,False,False,True,False
1.843221961704788,-0.4025981827884851,1.2887519681734476,0.2772125909680383,1.0,True,True,False,True,False,False,False,False,True
-0.5355203663981177,-0.4025981827884851,-1.5893372460867026,0.2772125909680383,1.0,False,False,False,False,False,False,False,False,True
0.6515200030989229,-0.4025981827884851,0.3366021529294881,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,False
-0.2175333950461755,0.2782972060315291,-0.2476715973338506,-2.608772639394945,1.0,True,True,False,True,False,True,False,False,True
2.437075117103938,-0.4025981827884851,3.5068282423213075,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,False
-0.5408478968082027,-0.068723643373216,-0.2584914815979865,0.2772125909680383,1.0,True,False,False,False,False,True,False,True,False
-0.3324082695136311,-0.134037850146328,-0.6047277780503354,0.2772125909680383,1.0,True,False,False,False,False,True,False,False,False
0.8013567958825606,-0.4025981827884851,1.115633819947273,0.2772125909680383,1.0,False,False,False,False,False,False,False,False,True
-0.1684202240782054,-0.087921429389594,-0.3017710186545301,0.2772125909680383,1.0,True,True,True,False,False,False,False,False,False
-0.1684202240782054,-0.4025981827884851,-0.2476715973338506,0.2772125909680383,0.0,False,False,False,False,False,False,True,True,False
1.7739640663736844,-0.4025981827884851,0.3907015742501676,0.2772125909680383,0.0,True,False,False,False,False,False,True,False,True
0.1091108132221545,-0.0488998425954344,0.5854594910046139,0.2772125909680383,1.0,True,True,False,True,False,False,False,True,False
-0.4196465799787713,-0.0269893259463074,-0.3558704399752097,0.2772125909680383,0.0,True,True,False,False,False,True,False,True,False
-0.3408990211047039,-0.4025981827884851,-0.8211254633330535,0.2772125909680383,0.0,True,False,False,True,False,False,False,False,False
-0.515209156709669,0.5572911180304133,0.2175834260239932,0.2772125909680383,1.0,True,True,False,True,False,False,True,False,False
-0.1684202240782054,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,False,True,False,False,False,False,False,False,False
-0.4319664940520926,-0.0549513186223362,-0.6047277780503354,2.2012027445433606,0.0,True,True,False,False,False,True,False,False,True
-0.417149300099044,-0.1354985512562698,-0.3775102085034814,0.2772125909680383,0.0,True,True,True,False,False,False,False,True,False
-0.2015508038159209,-0.0284500270562492,-0.4207897455600251,0.2772125909680383,1.0,True,False,True,False,False,False,False,False,True
-0.287623717003855,-0.4025981827884851,-1.0158833800874998,0.2772125909680383,1.0,False,False,True,False,False,True,True,True,False
-0.1504398089441689,-0.4025981827884851,-0.6047277780503354,0.2772125909680383,1.0,True,True,False,False,True,False,False,True,False
-0.3109316625479764,-0.032206115624671,-0.2693113658621224,0.2772125909680383,1.0,True,True,False,False,False,False,False,True,False
-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,False,False,False,False,True,False,False,False,True
-0.4019991354953651,-0.4025981827884851,-0.9185044217102766,0.2772125909680383,0.0,False,False,False,False,False,False,False,False,True
-0.0989958434217866,0.3626005272338846,0.8667764818721474,0.2772125909680383,1.0,True,True,False,True,False,False,False,True,False
-0.4233092571357046,-0.1876664480399056,-0.6047277780503354,0.2772125909680383,1.0,True,True,True,False,False,False,False,False,True
0.8026886784850819,-0.4025981827884851,0.3366021529294881,0.2772125909680383,0.0,True,False,False,False,False,False,True,False,True
4.703439850619116,-0.4025981827884851,1.1264537042114091,0.2772125909680383,1.0,True,True,True,False,False,False,False,True,False
-0.5068848904439115,0.0235091981402519,-0.3234107871828019,0.2772125909680383,1.0,True,False,False,False,False,True,False,False,False
2.3533329984704165,0.696266395062019,4.480617826093539,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
-0.6267543246708216,-0.4025981827884851,0.0,0.2772125909680383,0.0,False,False,False,False,True,True,False,False,True
0.0376886086619539,-0.4025981827884851,-0.1286528704283557,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,True
0.1976810062898159,-0.4025981827884851,0.0,0.2772125909680383,,True,False,False,False,False,False,False,False,True
-0.1569327366314599,0.3450721139145829,0.0,0.2772125909680383,1.0,True,True,False,False,False,False,False,True,False
-0.4043299300497772,0.2202865048081261,-0.2584914815979865,0.2772125909680383,,False,False,False,False,False,False,False,False,False
-0.4061612686282439,-0.0313714292761328,-0.1719324074848993,0.2772125909680383,1.0,True,True,True,False,False,False,False,True,False
0.1034503121614393,-0.4025981827884851,-0.2476715973338506,0.2772125909680383,1.0,True,False,False,False,False,True,False,False,False
0.0390204912644751,-0.4025981827884851,-0.1935721760131711,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
1.5435483761375126,-0.4025981827884851,-0.9293243059744124,0.2772125909680383,1.0,False,True,False,True,False,False,False,False,True
-0.515209156709669,0.3895191619742406,-0.3883300927676174,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,True
0.0674894818933663,-0.4025981827884851,0.5313600696839343,-1.646777562607284,1.0,True,True,False,True,False,False,True,True,False
-0.5887956704989668,0.0427069841566299,-0.7345663892199662,0.2772125909680383,,True,True,False,False,False,False,False,False,True
-0.4194800946534561,0.1015523717285711,-0.1827522917490352,0.2772125909680383,1.0,True,True,False,False,False,False,False,False,False
-0.3367368879718251,0.4558767266830253,-0.0420937963152684,0.0,0.0,True,True,False,False,False,True,False,False,False
-0.10815253631412,-0.4025981827884851,0.0,0.2772125909680383,0.0,True,True,True,False,False,False,False,False,False
-0.3765268807221467,0.0493844749449353,-0.2801312501262583,0.2772125909680383,,True,True,False,False,True,True,True,True,False
-0.2961144685949278,-0.2452598060890395,0.0444652777978187,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,True
0.1034503121614393,-0.4025981827884851,-0.2476715973338506,0.2772125909680383,1.0,True,False,False,False,False,True,False,False,False
0.1340836120194275,1.1102708239369523,0.2608629630805368,0.2772125909680383,0.0,True,True,True,False,False,False,False,False,True
-0.2654811687369396,0.1190807850478727,-0.1719324074848993,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,False
-0.3167586489340067,-0.4025981827884851,-0.6804669678992867,0.2772125909680383,,False,False,False,False,False,False,False,False,False
-0.3071025000657278,-0.4025981827884851,-0.4640692826165686,2.2012027445433606,1.0,True,False,False,False,False,False,False,False,True
-0.5153756420349842,0.1103165783882219,0.0444652777978187,0.2772125909680383,1.0,True,True,False,False,False,False,False,True,False
-0.2674789926407214,-0.4025981827884851,-1.1457219912571306,-1.646777562607284,1.0,True,True,True,False,False,False,False,False,True
-0.5736455058952877,0.272871744766031,0.2392231945522649,0.2772125909680383,0.0,False,True,False,False,False,True,False,True,False
-0.7649371446823986,0.2280073535321042,-0.4965289354089764,0.2772125909680383,1.0,True,True,True,False,False,False,True,False,True
-0.3765268807221467,0.0147449914806011,-0.6155476623144713,0.2772125909680383,,True,True,False,True,False,True,False,True,False
-0.2668130513394608,-0.4025981827884851,0.0,-2.608772639394945,1.0,True,True,False,False,True,True,False,False,True
0.5945820218411406,-0.4025981827884851,0.9533355559852346,0.2772125909680383,1.0,True,False,False,False,False,False,False,False,True
-0.4496139385354988,0.1800128884911593,-0.0096341435228607,0.2772125909680383,1.0,True,True,False,False,False,True,False,False,False
-0.6107717334405669,-0.0163470750024457,-1.1457219912571306,0.2772125909680383,1.0,True,False,False,False,False,False,False,True,False
-0.4897369019364507,-0.0895908020866703,-0.4640692826165686,-2.608772639394945,0.0,True,True,True,False,False,True,False,False,False
0.4560662311789333,-0.4025981827884851,0.0444652777978187,0.2772125909680383,1.0,True,True,False,False,False,False,False,True,False
-0.3637075106728799,-0.4025981827884851,-0.7345663892199662,0.0,1.0,False,False,False,False,False,False,False,False,True
0.7334307831539782,-0.0549513186223362,0.7477577549666524,0.2772125909680383,1.0,False,False,False,False,False,False,False,False,False
-0.2911199088354732,-0.4025981827884851,-0.4857090511448405,0.2772125909680383,1.0,False,False,False,False,False,False,False,True,False
1.025945499732702,-0.4025981827884851,0.3366021529294881,-2.608772639394945,1.0,True,True,False,True,False,False,False,False,True
1.1496440964418606,0.2234165786151443,1.7756467600595631,0.2772125909680383,1.0,True,False,False,False,True,False,False,False,False
0.2256505409427616,-0.4025981827884851,0.2067635417598572,-2.608772639394945,1.0,True,False,False,False,False,False,True,True,False
-0.6022809818494941,-0.1945526104153455,-1.1457219912571306,0.2772125909680383,1.0,True,True,False,False,False,False,False,True,False
-0.5483397364473845,-0.1968897347370458,-0.8427652318613252,-2.608772639394945,1.0,True,True,False,True,False,False,False,False,True
